1915-11-13,W,AWAY,19,439,41,0,No Poll,No Poll,No Poll,33
1915-11-25,W,AWAY,19,152,36,7,No Poll,No Poll,No Poll,129
1915-11-27,W,AWAY,19,386,55,2,No Poll,No Poll,No Poll,107
1916-09-30,W,HOME,19,458,48,0,No Poll,No Poll,No Poll,22
1916-10-07,W,AWAY,19,453,48,0,No Poll,No Poll,No Poll,149
1916-10-14,W,HOME,19,50,25,0,No Poll,No Poll,No Poll,49
1916-10-28,W,HOME,19,380,60,0,No Poll,No Poll,No Poll,141
1916-11-04,L,AWAY,19,114,10,30,No Poll,No Poll,No Poll,10
1916-11-11,W,SIOUX FALLS,19,75,21,0,No Poll,No Poll,No Poll,119
1916-11-18,W,AWAY,19,201,14,0,No Poll,No Poll,No Poll,77
1916-11-25,W,HOME,19,448,46,0,No Poll,No Poll,No Poll,6
1916-11-30,W,AWAY,19,174,20,0,No Poll,No Poll,No Poll,84
1917-10-06,W,HOME,19,392,55,0,No Poll,No Poll,No Poll,61
1917-10-13,T,AWAY,19,312,0,0,No Poll,No Poll,No Poll,150
1917-10-20,L,AWAY,19,174,0,7,No Poll,No Poll,No Poll,84
1917-10-27,W,HOME,19,75,40,0,No Poll,No Poll,No Poll,119
1917-11-03,W,AWAY,19,215,7,2,No Poll,No Poll,No Poll,10
1917-11-10,W,AWAY,19,268,13,0,No Poll,No Poll,No Poll,80
1917-11-17,W,HOME,19,122,23,0,No Poll,No Poll,No Poll,77
1917-11-24,W,AWAY,19,418,3,0,No Poll,No Poll,No Poll,144
1918-09-28,W,AWAY,23,372,26,6,No Poll,No Poll,No Poll,22
1918-11-02,W,AWAY,23,409,67,7,No Poll,No Poll,No Poll,141
1918-11-09,T,HOME,23,129,7,7,No Poll,No Poll,No Poll,47
1918-11-16,L,AWAY,23,220,7,13,No Poll,No Poll,No Poll,77
1918-11-23,W,AWAY,23,101,26,6,No Poll,No Poll,No Poll,106
1918-11-28,T,AWAY,23,449,0,0,No Poll,No Poll,No Poll,84
1919-10-04,W,HOME,23,392,14,0,No Poll,No Poll,No Poll,61
1919-10-11,W,HOME,23,224,60,7,No Poll,No Poll,No Poll,82
1919-10-18,W,AWAY,23,238,14,9,No Poll,No Poll,No Poll,84
1919-10-25,W,HOME,23,463,53,0,No Poll,No Poll,No Poll,148
1919-11-01,W,INDIANAPOLIS,23,317,16,3,No Poll,No Poll,No Poll,56
1919-11-08,W,AWAY,23,114,12,9,No Poll,No Poll,No Poll,10
1919-11-15,W,HOME,23,122,13,0,No Poll,No Poll,No Poll,77
1919-11-22,W,AWAY,23,101,33,13,No Poll,No Poll,No Poll,106
1919-11-27,W,AWAY,23,268,14,6,No Poll,No Poll,No Poll,80
1920-10-02,W,HOME,23,392,39,0,No Poll,No Poll,No Poll,61
1920-10-09,W,HOME,23,463,42,0,No Poll,No Poll,No Poll,148
1920-10-16,W,AWAY,23,238,16,7,No Poll,No Poll,No Poll,84
1920-10-23,W,HOME,23,222,28,3,No Poll,No Poll,No Poll,137
1920-10-30,W,AWAY,23,114,27,17,No Poll,No Poll,No Poll,10
1920-11-06,W,HOME,23,101,28,0,No Poll,No Poll,No Poll,106
1920-11-13,W,AWAY,23,317,13,10,No Poll,No Poll,No Poll,56
1920-11-20,W,AWAY,23,185,33,7,No Poll,No Poll,No Poll,90
1920-11-25,W,AWAY,23,218,25,0,No Poll,No Poll,No Poll,77
1921-09-24,W,HOME,23,392,56,0,No Poll,No Poll,No Poll,61
1921-10-01,W,HOME,23,206,57,10,No Poll,No Poll,No Poll,36
1921-10-08,L,AWAY,23,254,7,10,No Poll,No Poll,No Poll,58
1921-10-15,W,AWAY,23,461,33,0,No Poll,No Poll,No Poll,106
